"","Year","Month","Year-Month","SOC 2018 3-Digit Minor Group","SOC 2018 3-Digit Minor Group (Name)","Percent","Percent_3ma","N"
"1158",2020,"Dec",2020.91666666667,"23-1000","Lawyers, Judges, and Related Workers",16.4786181919487,18.320850474704,7179
"1159",2021,"Jan",2021,"23-1000","Lawyers, Judges, and Related Workers",20.5741626794258,19.1685331973113,8569
"1160",2021,"Feb",2021.08333333333,"23-1000","Lawyers, Judges, and Related Workers",18.8414824042354,18.63142109187,9633
"1161",2021,"Mar",2021.16666666667,"23-1000","Lawyers, Judges, and Related Workers",21.6364543489107,20.3506998108573,12026
"1162",2021,"Apr",2021.25,"23-1000","Lawyers, Judges, and Related Workers",20.2478988029544,20.2419451853668,11779
"1163",2021,"May",2021.33333333333,"23-1000","Lawyers, Judges, and Related Workers",21.08784176847,20.9907316401117,13752
"1164",2021,"Jun",2021.41666666667,"23-1000","Lawyers, Judges, and Related Workers",21.8225419664269,21.0527608459504,10842
"1165",2021,"Jul",2021.5,"23-1000","Lawyers, Judges, and Related Workers",21.1065777689322,21.338987167943,10049
"1166",2021,"Aug",2021.58333333333,"23-1000","Lawyers, Judges, and Related Workers",25.3473294226613,22.7588163860068,9717
"1167",2021,"Sep",2021.66666666667,"23-1000","Lawyers, Judges, and Related Workers",24.0674853666935,23.5071308527623,8713
"1168",2021,"Oct",2021.75,"23-1000","Lawyers, Judges, and Related Workers",21.5282730514519,23.6476959469355,9815
"1169",2021,"Nov",2021.83333333333,"23-1000","Lawyers, Judges, and Related Workers",20.6809474050853,22.0922352744102,11484
"1170",2021,"Dec",2021.91666666667,"23-1000","Lawyers, Judges, and Related Workers",20.8159331834244,21.0083845466539,12452
"1171",2022,"Jan",2022,"23-1000","Lawyers, Judges, and Related Workers",24.1223709369025,21.8730838418041,13075
"1172",2022,"Feb",2022.08333333333,"23-1000","Lawyers, Judges, and Related Workers",23.9807981657949,22.9730340953739,13957
"1173",2022,"Mar",2022.16666666667,"23-1000","Lawyers, Judges, and Related Workers",24.0676248971063,24.0569313332679,15793
"1174",2022,"Apr",2022.25,"23-1000","Lawyers, Judges, and Related Workers",27.6373929853632,25.2286053494215,14484
"1175",2022,"May",2022.33333333333,"23-1000","Lawyers, Judges, and Related Workers",28.1708051669902,26.6252743498199,14941
"1176",2022,"Jun",2022.41666666667,"23-1000","Lawyers, Judges, and Related Workers",29.8497990268669,28.5526657264067,14181
"1177",2022,"Jul",2022.5,"23-1000","Lawyers, Judges, and Related Workers",28.2516068462483,28.7574036800351,13847
"1178",2022,"Aug",2022.58333333333,"23-1000","Lawyers, Judges, and Related Workers",27.7466504263094,28.6160187664749,12315
"1179",2022,"Sep",2022.66666666667,"23-1000","Lawyers, Judges, and Related Workers",29.7352676010163,28.5778416245247,12201
"1180",2022,"Oct",2022.75,"23-1000","Lawyers, Judges, and Related Workers",33.596722270998,30.3595467661079,13668
"1181",2022,"Nov",2022.83333333333,"23-1000","Lawyers, Judges, and Related Workers",31.9915254237288,31.774505098581,11328
"1182",2022,"Dec",2022.91666666667,"23-1000","Lawyers, Judges, and Related Workers",29.1802308375259,31.5894928440842,10137
"1183",2023,"Jan",2023,"23-1000","Lawyers, Judges, and Related Workers",32.3844698675795,31.1854087096114,11101
"1184",2023,"Feb",2023.08333333333,"23-1000","Lawyers, Judges, and Related Workers",30.0121506682868,30.5256171244641,10699
"1185",2023,"Mar",2023.16666666667,"23-1000","Lawyers, Judges, and Related Workers",29.8855307584617,30.7607170981093,12143
"1186",2023,"Apr",2023.25,"23-1000","Lawyers, Judges, and Related Workers",31.1900782830504,30.3625865699329,11369
"1187",2023,"May",2023.33333333333,"23-1000","Lawyers, Judges, and Related Workers",30.6711467218058,30.582251921106,11607
"1188",2023,"Jun",2023.41666666667,"23-1000","Lawyers, Judges, and Related Workers",30.0444279896335,30.6352176648299,10804
"1189",2023,"Jul",2023.5,"23-1000","Lawyers, Judges, and Related Workers",37.9326961689824,32.8827569601406,12451
"1190",2023,"Aug",2023.58333333333,"23-1000","Lawyers, Judges, and Related Workers",30.7296932928884,32.9022724838348,11868
"1191",2023,"Sep",2023.66666666667,"23-1000","Lawyers, Judges, and Related Workers",31.0570454336006,33.2398116318238,10851
"1192",2023,"Oct",2023.75,"23-1000","Lawyers, Judges, and Related Workers",34.3721432726668,32.0529606663853,12033
"1193",2023,"Nov",2023.83333333333,"23-1000","Lawyers, Judges, and Related Workers",34.137273593899,33.1888207667221,10490
"1194",2023,"Dec",2023.91666666667,"23-1000","Lawyers, Judges, and Related Workers",33.5137657489501,34.0077275385053,10715
"1195",2024,"Jan",2024,"23-1000","Lawyers, Judges, and Related Workers",30.6721128852581,32.7743840760357,13465
"1196",2024,"Feb",2024.08333333333,"23-1000","Lawyers, Judges, and Related Workers",33.6330387077111,32.6063057806397,13124
"1197",2024,"Mar",2024.16666666667,"23-1000","Lawyers, Judges, and Related Workers",33.672670321065,32.6592739713447,14047
"1198",2019,"Jan",2019,"23-2000","Legal Support Workers",3.47654041831543,3.47654041831543,7076
"1199",2019,"Feb",2019.08333333333,"23-2000","Legal Support Workers",3.01428571428571,3.24541306630057,7000
"1200",2019,"Mar",2019.16666666667,"23-2000","Legal Support Workers",3.28392537694863,3.25825050318326,7826
"1201",2019,"Apr",2019.25,"23-2000","Legal Support Workers",3.6191974822974,3.30580285784392,5084
"1202",2019,"May",2019.33333333333,"23-2000","Legal Support Workers",3.77068557919622,3.55793614614742,8460
"1203",2019,"Jun",2019.41666666667,"23-2000","Legal Support Workers",3.40116692756511,3.59701666301958,7027
"1204",2019,"Jul",2019.5,"23-2000","Legal Support Workers",3.1139646869984,3.42860573125324,6230
"1205",2019,"Aug",2019.58333333333,"23-2000","Legal Support Workers",3.76218736752861,3.42577299403071,9436
"1206",2019,"Sep",2019.66666666667,"23-2000","Legal Support Workers",3.50717376451833,3.46110860634845,8782
"1207",2019,"Oct",2019.75,"23-2000","Legal Support Workers",4.66588008151882,3.97841373785526,9323
"1208",2019,"Nov",2019.83333333333,"23-2000","Legal Support Workers",4.05745062836625,4.07683482480114,8355
"1209",2019,"Dec",2019.91666666667,"23-2000","Legal Support Workers",3.77140212864415,4.16491094617641,8644
"1210",2020,"Jan",2020,"23-2000","Legal Support Workers",2.54528564793312,3.45804613498117,10765
"1211",2020,"Feb",2020.08333333333,"23-2000","Legal Support Workers",2.90322580645161,3.07330452767629,10230
"1212",2020,"Mar",2020.16666666667,"23-2000","Legal Support Workers",4.37479944379078,3.2744369660585,9349
"1213",2020,"Apr",2020.25,"23-2000","Legal Support Workers",21.671181496145,9.64973558212914,4799
"1214",2020,"May",2020.33333333333,"23-2000","Legal Support Workers",17.2572402044293,14.4344070481217,5870
"1215",2020,"Jun",2020.41666666667,"23-2000","Legal Support Workers",14.0488431876607,17.6590882960783,7780
"1216",2020,"Jul",2020.5,"23-2000","Legal Support Workers",17.5610410517843,16.2890414812914,7454
"1217",2020,"Aug",2020.58333333333,"23-2000","Legal Support Workers",17.5768351536703,16.3955731310384,7874
"1218",2020,"Sep",2020.66666666667,"23-2000","Legal Support Workers",17.6868941707609,17.6082567920718,7531
"1219",2020,"Oct",2020.75,"23-2000","Legal Support Workers",17.062491707576,17.4420736773357,7537
"1220",2020,"Nov",2020.83333333333,"23-2000","Legal Support Workers",18.5254237288136,17.7582698690501,5900
"1221",2020,"Dec",2020.91666666667,"23-2000","Legal Support Workers",18.8636363636364,18.1505172666753,6160
"1222",2021,"Jan",2021,"23-2000","Legal Support Workers",18.8872440167777,18.7587680364092,8106
"1223",2021,"Feb",2021.08333333333,"23-2000","Legal Support Workers",18.8317243064891,18.8608682289677,8183
"1224",2021,"Mar",2021.16666666667,"23-2000","Legal Support Workers",16.6572077185017,18.1253920139228,10572
"1225",2021,"Apr",2021.25,"23-2000","Legal Support Workers",20.7462953044099,18.7450757764669,11202
"1226",2021,"May",2021.33333333333,"23-2000","Legal Support Workers",15.5570827248518,17.6535285825878,11641
"1227",2021,"Jun",2021.41666666667,"23-2000","Legal Support Workers",16.7315527387958,17.6783102560192,11045
"1228",2021,"Jul",2021.5,"23-2000","Legal Support Workers",14.1896024464832,15.4927459700436,9810
"1229",2021,"Aug",2021.58333333333,"23-2000","Legal Support Workers",17.9553264604811,16.2921605485867,9312
"1230",2021,"Sep",2021.66666666667,"23-2000","Legal Support Workers",17.8995960761685,16.6815083277109,8665
"1231",2021,"Oct",2021.75,"23-2000","Legal Support Workers",17.2736061875604,17.7095095747367,9309
"1232",2021,"Nov",2021.83333333333,"23-2000","Legal Support Workers",16.2428759316089,17.1386927317793,9124
"1233",2021,"Dec",2021.91666666667,"23-2000","Legal Support Workers",15.5139593908629,16.3434805033441,9456
"1234",2022,"Jan",2022,"23-2000","Legal Support Workers",14.7379013813924,15.4982455679548,10931
"1235",2022,"Feb",2022.08333333333,"23-2000","Legal Support Workers",16.6403162055336,15.630725659263,10120
"1236",2022,"Mar",2022.16666666667,"23-2000","Legal Support Workers",16.7612954818073,16.0465043562444,12505
"1237",2022,"Apr",2022.25,"23-2000","Legal Support Workers",18.1099656357388,17.1705257743599,11640
"1238",2022,"May",2022.33333333333,"23-2000","Legal Support Workers",18.1529956914072,17.6747522696511,12301
"1239",2022,"Jun",2022.41666666667,"23-2000","Legal Support Workers",18.2874918140144,18.1834843803868,12216
"1240",2022,"Jul",2022.5,"23-2000","Legal Support Workers",18.8342263354441,18.4249046136219,12318
"1241",2022,"Aug",2022.58333333333,"23-2000","Legal Support Workers",19.5560162390948,18.8925781295177,11577
"1242",2022,"Sep",2022.66666666667,"23-2000","Legal Support Workers",19.8100407055631,19.4000944267006,10318
"1243",2022,"Oct",2022.75,"23-2000","Legal Support Workers",21.5986916078912,20.3215828508497,9783
"1244",2022,"Nov",2022.83333333333,"23-2000","Legal Support Workers",19.4261015728179,20.2782779620907,8329
"1245",2022,"Dec",2022.91666666667,"23-2000","Legal Support Workers",23.6851829042986,21.5699920283359,8119
"1246",2023,"Jan",2023,"23-2000","Legal Support Workers",21.0243145369891,21.3785330047019,9665
"1247",2023,"Feb",2023.08333333333,"23-2000","Legal Support Workers",21.0647866780114,21.9247613730997,8227
"1248",2023,"Mar",2023.16666666667,"23-2000","Legal Support Workers",20.3785956006768,20.8225656052258,9456
"1249",2023,"Apr",2023.25,"23-2000","Legal Support Workers",20.4313152869819,20.6248991885567,8903
"1250",2023,"May",2023.33333333333,"23-2000","Legal Support Workers",22.6316979425729,21.1472029434106,8846
"1251",2023,"Jun",2023.41666666667,"23-2000","Legal Support Workers",20.8860011813349,21.3163381369633,8465
"1252",2023,"Jul",2023.5,"23-2000","Legal Support Workers",20.2995008319468,21.2723999852849,8414
"1253",2023,"Aug",2023.58333333333,"23-2000","Legal Support Workers",19.79374584165,20.3264159516439,9018
"1254",2023,"Sep",2023.66666666667,"23-2000","Legal Support Workers",20.8112407211029,20.3014957982332,7544
"1255",2023,"Oct",2023.75,"23-2000","Legal Support Workers",21.0379981464319,20.5476615697283,7553
"1256",2023,"Nov",2023.83333333333,"23-2000","Legal Support Workers",20.2432667245873,20.6975018640407,6906
"1257",2023,"Dec",2023.91666666667,"23-2000","Legal Support Workers",21.9324931189338,21.0712526633177,6903
"1258",2024,"Jan",2024,"23-2000","Legal Support Workers",20.1067088232388,20.76082288892,10121
"1259",2024,"Feb",2024.08333333333,"23-2000","Legal Support Workers",22.6951081940314,21.5781033787347,9751
"1260",2024,"Mar",2024.16666666667,"23-2000","Legal Support Workers",21.2239329565387,21.3419166579363,10262
"1261",2019,"Jan",2019,"25-1000","Postsecondary Teachers",7.20151610865445,7.20151610865445,15830
"1262",2019,"Feb",2019.08333333333,"25-1000","Postsecondary Teachers",4.44064398183641,5.82108004524543,16957
"1263",2019,"Mar",2019.16666666667,"25-1000","Postsecondary Teachers",4.31386064679189,5.31867357909425,17409
"1264",2019,"Apr",2019.25,"25-1000","Postsecondary Teachers",4.3768204813736,4.37710837000063,13046
"1265",2019,"May",2019.33333333333,"25-1000","Postsecondary Teachers",4.60638191457437,4.43235434757996,19994
"1266",2019,"Jun",2019.41666666667,"25-1000","Postsecondary Teachers",3.14654410464911,4.04324883353236,16971
"1267",2019,"Jul",2019.5,"25-1000","Postsecondary Teachers",4.62745098039216,4.12679233320521,15300
"1268",2019,"Aug",2019.58333333333,"25-1000","Postsecondary Teachers",2.55243475077148,3.44214327860425,19119
"1269",2019,"Sep",2019.66666666667,"25-1000","Postsecondary Teachers",2.95058289487259,3.37682287534541,19386
"1270",2019,"Oct",2019.75,"25-1000","Postsecondary Teachers",3.04480412854797,2.84927392473068,21315
"1271",2019,"Nov",2019.83333333333,"25-1000","Postsecondary Teachers",3.13158344246427,3.04232348862828,17563
"1272",2019,"Dec",2019.91666666667,"25-1000","Postsecondary Teachers",2.70299031605832,2.95979262902352,18794
"1273",2020,"Jan",2020,"25-1000","Postsecondary Teachers",3.9261744966443,3.2535827517223,17880
"1274",2020,"Feb",2020.08333333333,"25-1000","Postsecondary Teachers",3.86159434142611,3.49691971804291,20924
"1275",2020,"Mar",2020.16666666667,"25-1000","Postsecondary Teachers",4.40920823895064,4.06565902567368,18983
"1276",2020,"Apr",2020.25,"25-1000","Postsecondary Teachers",5.35066712281902,4.54048990106526,14615
"1277",2020,"May",2020.33333333333,"25-1000","Postsecondary Teachers",7.57547229021528,5.77844921732831,15933
"1278",2020,"Jun",2020.41666666667,"25-1000","Postsecondary Teachers",8.4417273673257,7.12262226012,15376
"1279",2020,"Jul",2020.5,"25-1000","Postsecondary Teachers",7.73387998509132,7.9170265475441,16098
"1280",2020,"Aug",2020.58333333333,"25-1000","Postsecondary Teachers",6.15661686232657,7.44407473824786,14992
"1281",2020,"Sep",2020.66666666667,"25-1000","Postsecondary Teachers",5.4349728688955,6.44182323877113,11426
"1282",2020,"Oct",2020.75,"25-1000","Postsecondary Teachers",6.00112873894777,5.86423949005661,15947
"1283",2020,"Nov",2020.83333333333,"25-1000","Postsecondary Teachers",5.35564853556485,5.59725004780271,14340
"1284",2020,"Dec",2020.91666666667,"25-1000","Postsecondary Teachers",6.55426444900129,5.9703472411713,13167
"1285",2021,"Jan",2021,"25-1000","Postsecondary Teachers",8.02096222432492,6.64362506963035,13739
"1286",2021,"Feb",2021.08333333333,"25-1000","Postsecondary Teachers",7.54831734018111,7.37451467116911,14798
"1287",2021,"Mar",2021.16666666667,"25-1000","Postsecondary Teachers",7.4038076725173,7.65769574567444,17491
"1288",2021,"Apr",2021.25,"25-1000","Postsecondary Teachers",6.56992899042914,7.17401800104252,16195
"1289",2021,"May",2021.33333333333,"25-1000","Postsecondary Teachers",6.89890045733191,6.95754570675945,20554
"1290",2021,"Jun",2021.41666666667,"25-1000","Postsecondary Teachers",4.75077881619938,6.07320275465348,19260
"1291",2021,"Jul",2021.5,"25-1000","Postsecondary Teachers",6.13903305107894,5.92957077487008,14644
"1292",2021,"Aug",2021.58333333333,"25-1000","Postsecondary Teachers",6.77945692094648,5.8897562627416,16609
"1293",2021,"Sep",2021.66666666667,"25-1000","Postsecondary Teachers",7.17002005116504,6.69617000773015,14463
"1294",2021,"Oct",2021.75,"25-1000","Postsecondary Teachers",7.70997040514338,7.2198157924183,19598
"1295",2021,"Nov",2021.83333333333,"25-1000","Postsecondary Teachers",4.55716756680434,6.47905267437092,28329
"1296",2021,"Dec",2021.91666666667,"25-1000","Postsecondary Teachers",5.31732418524871,5.86148738573214,15158
"1297",2022,"Jan",2022,"25-1000","Postsecondary Teachers",5.66770186335404,5.1807312051357,16744
"1298",2022,"Feb",2022.08333333333,"25-1000","Postsecondary Teachers",5.26461733481223,5.41654779447166,25244
"1299",2022,"Mar",2022.16666666667,"25-1000","Postsecondary Teachers",6.45556776866492,5.79596232227706,23654
"1300",2022,"Apr",2022.25,"25-1000","Postsecondary Teachers",5.94149217627939,5.88722575991885,26458
"1301",2022,"May",2022.33333333333,"25-1000","Postsecondary Teachers",5.06161971830986,5.81955988775139,24992
"1302",2022,"Jun",2022.41666666667,"25-1000","Postsecondary Teachers",6.54923404432942,5.85078197963956,23957
"1303",2022,"Jul",2022.5,"25-1000","Postsecondary Teachers",5.86632979353362,5.82572785205763,25331
"1304",2022,"Aug",2022.58333333333,"25-1000","Postsecondary Teachers",5.07165109034268,5.82907164273524,24075
"1305",2022,"Sep",2022.66666666667,"25-1000","Postsecondary Teachers",6.22189198701654,5.71995762363095,25571
"1306",2022,"Oct",2022.75,"25-1000","Postsecondary Teachers",6.48569181852371,5.92641163196098,29249
"1307",2022,"Nov",2022.83333333333,"25-1000","Postsecondary Teachers",5.3862241574382,6.03126932099282,29167
"1308",2022,"Dec",2022.91666666667,"25-1000","Postsecondary Teachers",6.32286380469072,6.06492659355088,21873
"1309",2023,"Jan",2023,"25-1000","Postsecondary Teachers",5.87116614064903,5.86008470092598,24714
"1310",2023,"Feb",2023.08333333333,"25-1000","Postsecondary Teachers",6.6756201611629,6.28988336883421,25316
"1311",2023,"Mar",2023.16666666667,"25-1000","Postsecondary Teachers",6.77674578603371,6.44117736261521,26163
"1312",2023,"Apr",2023.25,"25-1000","Postsecondary Teachers",5.57590253382166,6.34275616033942,26758
"1313",2023,"May",2023.33333333333,"25-1000","Postsecondary Teachers",5.59094125973107,5.98119652652882,24021
"1314",2023,"Jun",2023.41666666667,"25-1000","Postsecondary Teachers",5.60764596639036,5.5914965866477,22077
"1315",2023,"Jul",2023.5,"25-1000","Postsecondary Teachers",5.14821204516939,5.44893309043027,25504
"1316",2023,"Aug",2023.58333333333,"25-1000","Postsecondary Teachers",5.06177943135364,5.27254581430446,21771
"1317",2023,"Sep",2023.66666666667,"25-1000","Postsecondary Teachers",4.65380249716232,4.95459799122845,22906
"1318",2023,"Oct",2023.75,"25-1000","Postsecondary Teachers",4.68622481852154,4.8006022490125,23281
"1319",2023,"Nov",2023.83333333333,"25-1000","Postsecondary Teachers",4.73835429325044,4.69279386964476,21231
"1320",2023,"Dec",2023.91666666667,"25-1000","Postsecondary Teachers",5.78078457111122,5.06845456096107,19807
"1321",2024,"Jan",2024,"25-1000","Postsecondary Teachers",5.54946260144769,5.35620048860312,22795
"1322",2024,"Feb",2024.08333333333,"25-1000","Postsecondary Teachers",5.97246284307468,5.7675700052112,21934
"1323",2024,"Mar",2024.16666666667,"25-1000","Postsecondary Teachers",5.55924263127074,5.69372269193104,25615
"1324",2019,"Jan",2019,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",4.38486962908557,4.38486962908557,27230
"1325",2019,"Feb",2019.08333333333,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",2.3838396732193,3.38435465115243,31336
"1326",2019,"Mar",2019.16666666667,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",2.98365947145451,3.25078959125313,49570
"1327",2019,"Apr",2019.25,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",2.38630940205904,2.58460284891095,29334
"1328",2019,"May",2019.33333333333,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",2.28859499251197,2.55285462200851,47409
"1329",2019,"Jun",2019.41666666667,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",1.50296077962771,2.05928839139958,37659
"1330",2019,"Jul",2019.5,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",1.93733696767197,1.90963091327055,34119
"1331",2019,"Aug",2019.58333333333,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",1.74020279528638,1.72683351419535,43788
"1332",2019,"Sep",2019.66666666667,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",3.86072951207958,2.51275642501264,37998
"1333",2019,"Oct",2019.75,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",4.47103450199425,3.35732226978674,35853
"1334",2019,"Nov",2019.83333333333,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",2.24944960275677,3.5270712056102,31341
"1335",2019,"Dec",2019.91666666667,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",2.83567843837557,3.18538751437553,32479
"1336",2020,"Jan",2020,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",1.57562728069927,2.22025177394387,35351
"1337",2020,"Feb",2020.08333333333,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",1.73594912465932,2.04908494791139,40727
"1338",2020,"Mar",2020.16666666667,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",3.36020878967237,2.22392839834365,42914
"1339",2020,"Apr",2020.25,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",5.50937015640411,3.5351760235786,35485
"1340",2020,"May",2020.33333333333,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",4.87083565037157,4.58013819881602,39562
"1341",2020,"Jun",2020.41666666667,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",5.59360730593607,5.32460437090392,40296
"1342",2020,"Jul",2020.5,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",5.33534584591154,5.26659626740639,45714
"1343",2020,"Aug",2020.58333333333,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",7.16991067992628,6.03295461059129,49373
"1344",2020,"Sep",2020.66666666667,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",7.10621605310803,6.53715752631528,33140
"1345",2020,"Oct",2020.75,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",6.29519857735625,6.85710843679685,33740
"1346",2020,"Nov",2020.83333333333,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",6.5726980235943,6.65803755135286,26108
"1347",2020,"Dec",2020.91666666667,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",8.1350217587329,7.00097278656115,25507
"1348",2021,"Jan",2021,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",5.97582465143599,6.8945148112544,32347
"1349",2021,"Feb",2021.08333333333,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",6.66019583773445,6.92368074930111,35029
"1350",2021,"Mar",2021.16666666667,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",4.29704487564456,5.644355121605,48289
"1351",2021,"Apr",2021.25,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",4.69214396655865,5.21646155997922,52151
"1352",2021,"May",2021.33333333333,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",3.94322472798913,4.31080452339745,67001
"1353",2021,"Jun",2021.41666666667,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",3.53877959750622,4.05804943068467,61914
"1354",2021,"Jul",2021.5,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",3.33971308668856,3.60723913739464,56951
"1355",2021,"Aug",2021.58333333333,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",4.19991052121393,3.69280106846957,53644
"1356",2021,"Sep",2021.66666666667,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",4.23122916825688,3.92361759205312,39303
"1357",2021,"Oct",2021.75,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",4.91396908719743,4.44836959222275,41148
"1358",2021,"Nov",2021.83333333333,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",3.78949456872179,4.31156427472537,40322
"1359",2021,"Dec",2021.91666666667,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",2.76937724014337,3.82428029868753,35712
"1360",2022,"Jan",2022,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",2.65344616639478,3.07077265841998,39232
"1361",2022,"Feb",2022.08333333333,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",2.39370643476702,2.60550994710172,44617
"1362",2022,"Mar",2022.16666666667,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",3.38711742860802,2.8114233432566,62472
"1363",2022,"Apr",2022.25,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",2.37890101474249,2.71990829270584,62676
"1364",2022,"May",2022.33333333333,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",2.18672435070788,2.65091426468613,72117
"1365",2022,"Jun",2022.41666666667,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",1.80965244796886,2.12509260447307,68853
"1366",2022,"Jul",2022.5,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",1.78639300646142,1.92758993504605,68406
"1367",2022,"Aug",2022.58333333333,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",2.32870355023701,1.9749163348891,60334
"1368",2022,"Sep",2022.66666666667,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",5.11380364624618,3.0763000676482,44155
"1369",2022,"Oct",2022.75,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",3.04609126848107,3.49619948832142,43761
"1370",2022,"Nov",2022.83333333333,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",3.0690079409462,3.74296761855782,44705
"1371",2022,"Dec",2022.91666666667,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",2.89055887558029,3.00188602833585,38989
"1372",2023,"Jan",2023,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",2.76902702811164,2.90953128154605,49837
"1373",2023,"Feb",2023.08333333333,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",2.2875966509585,2.64906085155015,43714
"1374",2023,"Mar",2023.16666666667,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",2.36183594272715,2.47281987393243,59784
"1375",2023,"Apr",2023.25,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",2.29081829303035,2.31341696223867,59673
"1376",2023,"May",2023.33333333333,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",2.14581261827629,2.26615561801126,62354
"1377",2023,"Jun",2023.41666666667,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",2.30747043553505,2.24803378228056,58939
"1378",2023,"Jul",2023.5,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",1.86899124695078,2.10742476692071,55752
"1379",2023,"Aug",2023.58333333333,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",2.37182609432244,2.18276259226942,47221
"1380",2023,"Sep",2023.66666666667,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",2.58688409134003,2.27590047753775,36917
"1381",2023,"Oct",2023.75,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",2.6620911974211,2.54026712769453,38466
"1382",2023,"Nov",2023.83333333333,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",2.46898601716764,2.57265376864292,32969
"1383",2023,"Dec",2023.91666666667,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",2.49378018439924,2.54161913299599,34165
"1384",2024,"Jan",2024,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",5.0460437691849,3.3362699902506,45283
"1385",2024,"Feb",2024.08333333333,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",3.63970736833596,3.72651044064003,49482
"1386",2024,"Mar",2024.16666666667,"25-2000","Preschool, Elementary, Middle, Secondary, and Special Education Teachers",2.19233873926763,3.6260299589295,54508
"1387",2019,"Jan",2019,"25-3000","Other Teachers and Instructors",5.34788245462403,5.34788245462403,9256
"1388",2019,"Feb",2019.08333333333,"25-3000","Other Teachers and Instructors",2.66789328426863,4.00788786944633,9783
"1389",2019,"Mar",2019.16666666667,"25-3000","Other Teachers and Instructors",9.04421616793211,5.68666396894159,13434
