"","Year","Month","Year-Month","Country","State/Region","Percent","N"
"1",2019,"Jan",2019,"USA","Alabama",2.88,30798
"2",2019,"Feb",2019.08333333333,"USA","Alabama",2.7,28883
"3",2019,"Mar",2019.16666666667,"USA","Alabama",3.07,33391
"4",2019,"Apr",2019.25,"USA","Alabama",3.75,29162
"5",2019,"May",2019.33333333333,"USA","Alabama",3.68,35660
"6",2019,"Jun",2019.41666666667,"USA","Alabama",3.14,31467
"7",2019,"Jul",2019.5,"USA","Alabama",3.16,29224
"8",2019,"Aug",2019.58333333333,"USA","Alabama",2.76,40550
"9",2019,"Sep",2019.66666666667,"USA","Alabama",3.69,37235
"10",2019,"Oct",2019.75,"USA","Alabama",4.12,33166
"11",2019,"Nov",2019.83333333333,"USA","Alabama",3.6,32841
"12",2019,"Dec",2019.91666666667,"USA","Alabama",3.39,27495
"13",2020,"Jan",2020,"USA","Alabama",3.09,31312
"14",2020,"Feb",2020.08333333333,"USA","Alabama",3.14,36371
"15",2020,"Mar",2020.16666666667,"USA","Alabama",3.74,31116
"16",2020,"Apr",2020.25,"USA","Alabama",5.31,23031
"17",2020,"May",2020.33333333333,"USA","Alabama",4.59,27034
"18",2020,"Jun",2020.41666666667,"USA","Alabama",4.37,29467
"19",2020,"Jul",2020.5,"USA","Alabama",4.21,31601
"20",2020,"Aug",2020.58333333333,"USA","Alabama",5.24,36022
"21",2020,"Sep",2020.66666666667,"USA","Alabama",5.1,33904
"22",2020,"Oct",2020.75,"USA","Alabama",5.44,36946
"23",2020,"Nov",2020.83333333333,"USA","Alabama",5.78,27850
"24",2020,"Dec",2020.91666666667,"USA","Alabama",5.42,30252
"25",2021,"Jan",2021,"USA","Alabama",5.84,38271
"26",2021,"Feb",2021.08333333333,"USA","Alabama",6.42,36832
"27",2021,"Mar",2021.16666666667,"USA","Alabama",5.96,44246
"28",2021,"Apr",2021.25,"USA","Alabama",6.6,48679
"29",2021,"May",2021.33333333333,"USA","Alabama",6.08,55491
"30",2021,"Jun",2021.41666666667,"USA","Alabama",7.58,51141
"31",2021,"Jul",2021.5,"USA","Alabama",8.28,37363
"32",2021,"Aug",2021.58333333333,"USA","Alabama",7.1,39642
"33",2021,"Sep",2021.66666666667,"USA","Alabama",5.47,34412
"34",2021,"Oct",2021.75,"USA","Alabama",6.56,40341
"35",2021,"Nov",2021.83333333333,"USA","Alabama",8.31,41794
"36",2021,"Dec",2021.91666666667,"USA","Alabama",7.09,52676
"37",2022,"Jan",2022,"USA","Alabama",8.04,48676
"38",2022,"Feb",2022.08333333333,"USA","Alabama",8.15,42586
"39",2022,"Mar",2022.16666666667,"USA","Alabama",8.55,46158
"40",2022,"Apr",2022.25,"USA","Alabama",8.86,41938
"41",2022,"May",2022.33333333333,"USA","Alabama",8.07,46610
"42",2022,"Jun",2022.41666666667,"USA","Alabama",9.26,46509
"43",2022,"Jul",2022.5,"USA","Alabama",8.83,48355
"44",2022,"Aug",2022.58333333333,"USA","Alabama",8.36,61508
"45",2022,"Sep",2022.66666666667,"USA","Alabama",9.33,48200
"46",2022,"Oct",2022.75,"USA","Alabama",9.13,45220
"47",2022,"Nov",2022.83333333333,"USA","Alabama",8.63,46870
"48",2022,"Dec",2022.91666666667,"USA","Alabama",8.43,40212
"49",2023,"Jan",2023,"USA","Alabama",8.04,51229
"50",2023,"Feb",2023.08333333333,"USA","Alabama",7.48,44076
"51",2023,"Mar",2023.16666666667,"USA","Alabama",7.71,58898
"52",2023,"Apr",2023.25,"USA","Alabama",9.44,55045
"53",2023,"May",2023.33333333333,"USA","Alabama",8.42,49492
"54",2023,"Jun",2023.41666666667,"USA","Alabama",7.71,49108
"55",2023,"Jul",2023.5,"USA","Alabama",7.57,50626
"56",2023,"Aug",2023.58333333333,"USA","Alabama",7.14,51730
"57",2023,"Sep",2023.66666666667,"USA","Alabama",6.69,49058
"58",2023,"Oct",2023.75,"USA","Alabama",8.13,49009
"59",2023,"Nov",2023.83333333333,"USA","Alabama",7.1,41689
"60",2023,"Dec",2023.91666666667,"USA","Alabama",6.5,38904
"61",2024,"Jan",2024,"USA","Alabama",6.59,45279
"62",2024,"Feb",2024.08333333333,"USA","Alabama",7.45,41959
"63",2024,"Mar",2024.16666666667,"USA","Alabama",6.74,44216
"64",2019,"Jan",2019,"USA","Alaska",4.39,6010
"65",2019,"Feb",2019.08333333333,"USA","Alaska",5.21,5588
"66",2019,"Mar",2019.16666666667,"USA","Alaska",4.03,7070
"67",2019,"Apr",2019.25,"USA","Alaska",3.8,5055
"68",2019,"May",2019.33333333333,"USA","Alaska",4.41,6662
"69",2019,"Jun",2019.41666666667,"USA","Alaska",3.78,5815
"70",2019,"Jul",2019.5,"USA","Alaska",2.93,4123
"71",2019,"Aug",2019.58333333333,"USA","Alaska",4,5505
"72",2019,"Sep",2019.66666666667,"USA","Alaska",5.19,7498
"73",2019,"Oct",2019.75,"USA","Alaska",6.04,7206
"74",2019,"Nov",2019.83333333333,"USA","Alaska",4.35,6682
"75",2019,"Dec",2019.91666666667,"USA","Alaska",4.24,7164
"76",2020,"Jan",2020,"USA","Alaska",3.62,7515
"77",2020,"Feb",2020.08333333333,"USA","Alaska",5.07,7064
"78",2020,"Mar",2020.16666666667,"USA","Alaska",5.61,7589
"79",2020,"Apr",2020.25,"USA","Alaska",6.49,5622
"80",2020,"May",2020.33333333333,"USA","Alaska",6.26,5927
"81",2020,"Jun",2020.41666666667,"USA","Alaska",6.48,6419
"82",2020,"Jul",2020.5,"USA","Alaska",7.07,6209
"83",2020,"Aug",2020.58333333333,"USA","Alaska",8.37,6226
"84",2020,"Sep",2020.66666666667,"USA","Alaska",9.09,6092
"85",2020,"Oct",2020.75,"USA","Alaska",10.3,6745
"86",2020,"Nov",2020.83333333333,"USA","Alaska",8.28,5953
"87",2020,"Dec",2020.91666666667,"USA","Alaska",11.24,5197
"88",2021,"Jan",2021,"USA","Alaska",10.14,6644
"89",2021,"Feb",2021.08333333333,"USA","Alaska",10.78,6784
"90",2021,"Mar",2021.16666666667,"USA","Alaska",9.94,8513
"91",2021,"Apr",2021.25,"USA","Alaska",9.82,9391
"92",2021,"May",2021.33333333333,"USA","Alaska",9.81,12827
"93",2021,"Jun",2021.41666666667,"USA","Alaska",9.84,8921
"94",2021,"Jul",2021.5,"USA","Alaska",9.07,8072
"95",2021,"Aug",2021.58333333333,"USA","Alaska",9.47,7780
"96",2021,"Sep",2021.66666666667,"USA","Alaska",11.26,6534
"97",2021,"Oct",2021.75,"USA","Alaska",11.52,7108
"98",2021,"Nov",2021.83333333333,"USA","Alaska",10.55,7895
"99",2021,"Dec",2021.91666666667,"USA","Alaska",8.66,6938
"100",2022,"Jan",2022,"USA","Alaska",10.42,6506
"101",2022,"Feb",2022.08333333333,"USA","Alaska",9.97,6892
"102",2022,"Mar",2022.16666666667,"USA","Alaska",10.49,8142
"103",2022,"Apr",2022.25,"USA","Alaska",7.76,8412
"104",2022,"May",2022.33333333333,"USA","Alaska",7.95,11431
"105",2022,"Jun",2022.41666666667,"USA","Alaska",9.76,12516
"106",2022,"Jul",2022.5,"USA","Alaska",7.91,8854
"107",2022,"Aug",2022.58333333333,"USA","Alaska",9.77,8643
"108",2022,"Sep",2022.66666666667,"USA","Alaska",9.25,8798
"109",2022,"Oct",2022.75,"USA","Alaska",9.63,8576
"110",2022,"Nov",2022.83333333333,"USA","Alaska",9.8,7326
"111",2022,"Dec",2022.91666666667,"USA","Alaska",10.43,7255
"112",2023,"Jan",2023,"USA","Alaska",12,9540
"113",2023,"Feb",2023.08333333333,"USA","Alaska",11.26,7698
"114",2023,"Mar",2023.16666666667,"USA","Alaska",10.75,10230
"115",2023,"Apr",2023.25,"USA","Alaska",13.54,10684
"116",2023,"May",2023.33333333333,"USA","Alaska",11.32,10281
"117",2023,"Jun",2023.41666666667,"USA","Alaska",11.49,11626
"118",2023,"Jul",2023.5,"USA","Alaska",12.37,10796
"119",2023,"Aug",2023.58333333333,"USA","Alaska",9.9,11692
"120",2023,"Sep",2023.66666666667,"USA","Alaska",10.16,10064
"121",2023,"Oct",2023.75,"USA","Alaska",9.93,9994
"122",2023,"Nov",2023.83333333333,"USA","Alaska",11.32,7745
"123",2023,"Dec",2023.91666666667,"USA","Alaska",14.24,12458
"124",2024,"Jan",2024,"USA","Alaska",13.19,15183
"125",2024,"Feb",2024.08333333333,"USA","Alaska",14.46,10949
"126",2024,"Mar",2024.16666666667,"USA","Alaska",15.83,14698
"127",2019,"Jan",2019,"USA","Arizona",4.04,67626
"128",2019,"Feb",2019.08333333333,"USA","Arizona",3.66,66852
"129",2019,"Mar",2019.16666666667,"USA","Arizona",3.56,74159
"130",2019,"Apr",2019.25,"USA","Arizona",3.81,51388
"131",2019,"May",2019.33333333333,"USA","Arizona",4.22,78736
"132",2019,"Jun",2019.41666666667,"USA","Arizona",3.72,63072
"133",2019,"Jul",2019.5,"USA","Arizona",3.43,58679
"134",2019,"Aug",2019.58333333333,"USA","Arizona",3.7,81007
"135",2019,"Sep",2019.66666666667,"USA","Arizona",3.8,74901
"136",2019,"Oct",2019.75,"USA","Arizona",3.97,74751
"137",2019,"Nov",2019.83333333333,"USA","Arizona",3.67,70800
"138",2019,"Dec",2019.91666666667,"USA","Arizona",3.71,75867
"139",2020,"Jan",2020,"USA","Arizona",3.41,85885
"140",2020,"Feb",2020.08333333333,"USA","Arizona",3.7,81127
"141",2020,"Mar",2020.16666666667,"USA","Arizona",4.34,83092
"142",2020,"Apr",2020.25,"USA","Arizona",9.26,56287
"143",2020,"May",2020.33333333333,"USA","Arizona",7.08,61445
"144",2020,"Jun",2020.41666666667,"USA","Arizona",7.92,75427
"145",2020,"Jul",2020.5,"USA","Arizona",8.36,72543
"146",2020,"Aug",2020.58333333333,"USA","Arizona",8.96,77305
"147",2020,"Sep",2020.66666666667,"USA","Arizona",8.99,76045
"148",2020,"Oct",2020.75,"USA","Arizona",9.65,83385
"149",2020,"Nov",2020.83333333333,"USA","Arizona",8.97,73701
"150",2020,"Dec",2020.91666666667,"USA","Arizona",8.97,72487
"151",2021,"Jan",2021,"USA","Arizona",9.24,79234
"152",2021,"Feb",2021.08333333333,"USA","Arizona",8.33,99882
"153",2021,"Mar",2021.16666666667,"USA","Arizona",9.67,100683
"154",2021,"Apr",2021.25,"USA","Arizona",9.67,110603
"155",2021,"May",2021.33333333333,"USA","Arizona",8.89,116111
"156",2021,"Jun",2021.41666666667,"USA","Arizona",9.14,98587
"157",2021,"Jul",2021.5,"USA","Arizona",9.29,86234
"158",2021,"Aug",2021.58333333333,"USA","Arizona",9.67,86603
"159",2021,"Sep",2021.66666666667,"USA","Arizona",9.62,76730
"160",2021,"Oct",2021.75,"USA","Arizona",10.12,83791
"161",2021,"Nov",2021.83333333333,"USA","Arizona",10.34,94316
"162",2021,"Dec",2021.91666666667,"USA","Arizona",9.9,100165
"163",2022,"Jan",2022,"USA","Arizona",11.96,105045
"164",2022,"Feb",2022.08333333333,"USA","Arizona",11.66,108109
"165",2022,"Mar",2022.16666666667,"USA","Arizona",11.09,118927
"166",2022,"Apr",2022.25,"USA","Arizona",12.08,112184
"167",2022,"May",2022.33333333333,"USA","Arizona",12.49,127010
"168",2022,"Jun",2022.41666666667,"USA","Arizona",14.32,120393
"169",2022,"Jul",2022.5,"USA","Arizona",12.8,124765
"170",2022,"Aug",2022.58333333333,"USA","Arizona",11.66,104797
"171",2022,"Sep",2022.66666666667,"USA","Arizona",11.97,107305
"172",2022,"Oct",2022.75,"USA","Arizona",14.01,102135
"173",2022,"Nov",2022.83333333333,"USA","Arizona",12.38,91437
"174",2022,"Dec",2022.91666666667,"USA","Arizona",10.84,86872
"175",2023,"Jan",2023,"USA","Arizona",11.11,91546
"176",2023,"Feb",2023.08333333333,"USA","Arizona",11.65,83745
"177",2023,"Mar",2023.16666666667,"USA","Arizona",10.87,86423
"178",2023,"Apr",2023.25,"USA","Arizona",11.04,83600
"179",2023,"May",2023.33333333333,"USA","Arizona",9.98,85190
"180",2023,"Jun",2023.41666666667,"USA","Arizona",10.73,83051
"181",2023,"Jul",2023.5,"USA","Arizona",9.77,77915
"182",2023,"Aug",2023.58333333333,"USA","Arizona",9.67,84651
"183",2023,"Sep",2023.66666666667,"USA","Arizona",9.95,72351
"184",2023,"Oct",2023.75,"USA","Arizona",9.26,73671
"185",2023,"Nov",2023.83333333333,"USA","Arizona",9.9,67008
"186",2023,"Dec",2023.91666666667,"USA","Arizona",9.07,64073
"187",2024,"Jan",2024,"USA","Arizona",9.93,77950
"188",2024,"Feb",2024.08333333333,"USA","Arizona",10.09,74654
"189",2024,"Mar",2024.16666666667,"USA","Arizona",10.04,78051
"190",2019,"Jan",2019,"USA","Arkansas",3.48,13147
"191",2019,"Feb",2019.08333333333,"USA","Arkansas",2.9,11169
"192",2019,"Mar",2019.16666666667,"USA","Arkansas",3.44,13002
"193",2019,"Apr",2019.25,"USA","Arkansas",2.81,9550
"194",2019,"May",2019.33333333333,"USA","Arkansas",2.85,12478
"195",2019,"Jun",2019.41666666667,"USA","Arkansas",2.16,11429
"196",2019,"Jul",2019.5,"USA","Arkansas",1.8,10547
"197",2019,"Aug",2019.58333333333,"USA","Arkansas",2.17,14426
"198",2019,"Sep",2019.66666666667,"USA","Arkansas",2.79,14251
"199",2019,"Oct",2019.75,"USA","Arkansas",3.32,13951
"200",2019,"Nov",2019.83333333333,"USA","Arkansas",3.44,13092
"201",2019,"Dec",2019.91666666667,"USA","Arkansas",3.55,13161
"202",2020,"Jan",2020,"USA","Arkansas",2.86,18865
"203",2020,"Feb",2020.08333333333,"USA","Arkansas",3.44,16464
"204",2020,"Mar",2020.16666666667,"USA","Arkansas",3.83,14683
"205",2020,"Apr",2020.25,"USA","Arkansas",5.96,10667
"206",2020,"May",2020.33333333333,"USA","Arkansas",4.41,12097
"207",2020,"Jun",2020.41666666667,"USA","Arkansas",5.69,14370
"208",2020,"Jul",2020.5,"USA","Arkansas",4.63,15930
"209",2020,"Aug",2020.58333333333,"USA","Arkansas",6.15,18013
"210",2020,"Sep",2020.66666666667,"USA","Arkansas",5.52,19431
"211",2020,"Oct",2020.75,"USA","Arkansas",5.98,19233
"212",2020,"Nov",2020.83333333333,"USA","Arkansas",6.59,14598
"213",2020,"Dec",2020.91666666667,"USA","Arkansas",6.09,16662
"214",2021,"Jan",2021,"USA","Arkansas",6.12,19899
"215",2021,"Feb",2021.08333333333,"USA","Arkansas",6.97,16827
"216",2021,"Mar",2021.16666666667,"USA","Arkansas",6.93,24853
"217",2021,"Apr",2021.25,"USA","Arkansas",9.84,25759
"218",2021,"May",2021.33333333333,"USA","Arkansas",6.5,27650
"219",2021,"Jun",2021.41666666667,"USA","Arkansas",6.91,24081
"220",2021,"Jul",2021.5,"USA","Arkansas",9.08,19385
"221",2021,"Aug",2021.58333333333,"USA","Arkansas",7.38,17578
"222",2021,"Sep",2021.66666666667,"USA","Arkansas",8.25,17913
"223",2021,"Oct",2021.75,"USA","Arkansas",7.88,19365
"224",2021,"Nov",2021.83333333333,"USA","Arkansas",9.84,23581
"225",2021,"Dec",2021.91666666667,"USA","Arkansas",9.45,24802
"226",2022,"Jan",2022,"USA","Arkansas",10.75,22819
"227",2022,"Feb",2022.08333333333,"USA","Arkansas",11.95,30335
"228",2022,"Mar",2022.16666666667,"USA","Arkansas",14.78,30937
"229",2022,"Apr",2022.25,"USA","Arkansas",13.48,27427
"230",2022,"May",2022.33333333333,"USA","Arkansas",16.28,34603
"231",2022,"Jun",2022.41666666667,"USA","Arkansas",14.92,31235
"232",2022,"Jul",2022.5,"USA","Arkansas",14.85,31700
"233",2022,"Aug",2022.58333333333,"USA","Arkansas",15.51,31958
"234",2022,"Sep",2022.66666666667,"USA","Arkansas",18.56,29884
"235",2022,"Oct",2022.75,"USA","Arkansas",16.79,29266
"236",2022,"Nov",2022.83333333333,"USA","Arkansas",17.3,26218
"237",2022,"Dec",2022.91666666667,"USA","Arkansas",13.57,18862
"238",2023,"Jan",2023,"USA","Arkansas",9.32,18572
"239",2023,"Feb",2023.08333333333,"USA","Arkansas",11.09,20731
"240",2023,"Mar",2023.16666666667,"USA","Arkansas",13.26,27095
"241",2023,"Apr",2023.25,"USA","Arkansas",15.21,23367
"242",2023,"May",2023.33333333333,"USA","Arkansas",11.71,23673
"243",2023,"Jun",2023.41666666667,"USA","Arkansas",10.59,25829
"244",2023,"Jul",2023.5,"USA","Arkansas",11.07,27120
"245",2023,"Aug",2023.58333333333,"USA","Arkansas",10.55,24835
"246",2023,"Sep",2023.66666666667,"USA","Arkansas",10.94,25060
"247",2023,"Oct",2023.75,"USA","Arkansas",9.7,24243
"248",2023,"Nov",2023.83333333333,"USA","Arkansas",9.87,20219
"249",2023,"Dec",2023.91666666667,"USA","Arkansas",8.52,19642
"250",2024,"Jan",2024,"USA","Arkansas",9.12,21618
"251",2024,"Feb",2024.08333333333,"USA","Arkansas",11.04,22919
"252",2024,"Mar",2024.16666666667,"USA","Arkansas",11.74,23981
"253",2019,"Jan",2019,"USA","California",3.94,368131
"254",2019,"Feb",2019.08333333333,"USA","California",4.04,357251
"255",2019,"Mar",2019.16666666667,"USA","California",5.06,422356
"256",2019,"Apr",2019.25,"USA","California",5.23,290810
"257",2019,"May",2019.33333333333,"USA","California",3.76,451530
"258",2019,"Jun",2019.41666666667,"USA","California",3.46,377576
"259",2019,"Jul",2019.5,"USA","California",3.01,350066
"260",2019,"Aug",2019.58333333333,"USA","California",3.46,436455
"261",2019,"Sep",2019.66666666667,"USA","California",3.67,419108
"262",2019,"Oct",2019.75,"USA","California",3.38,430938
"263",2019,"Nov",2019.83333333333,"USA","California",3.45,383243
"264",2019,"Dec",2019.91666666667,"USA","California",3.51,395960
"265",2020,"Jan",2020,"USA","California",3.31,434768
"266",2020,"Feb",2020.08333333333,"USA","California",3.6,421579
"267",2020,"Mar",2020.16666666667,"USA","California",3.91,428314
"268",2020,"Apr",2020.25,"USA","California",8.1,290565
"269",2020,"May",2020.33333333333,"USA","California",7.42,302798
"270",2020,"Jun",2020.41666666667,"USA","California",7.54,364333
"271",2020,"Jul",2020.5,"USA","California",7.61,353361
"272",2020,"Aug",2020.58333333333,"USA","California",8.83,363476
"273",2020,"Sep",2020.66666666667,"USA","California",8.52,340643
"274",2020,"Oct",2020.75,"USA","California",8.94,371299
"275",2020,"Nov",2020.83333333333,"USA","California",8.64,300801
"276",2020,"Dec",2020.91666666667,"USA","California",9.4,316139
"277",2021,"Jan",2021,"USA","California",9.53,376307
"278",2021,"Feb",2021.08333333333,"USA","California",10.78,385366
"279",2021,"Mar",2021.16666666667,"USA","California",10.5,453841
"280",2021,"Apr",2021.25,"USA","California",9.33,484169
"281",2021,"May",2021.33333333333,"USA","California",8.88,497110
"282",2021,"Jun",2021.41666666667,"USA","California",8.39,453006
"283",2021,"Jul",2021.5,"USA","California",8.33,424513
"284",2021,"Aug",2021.58333333333,"USA","California",8.93,428296
"285",2021,"Sep",2021.66666666667,"USA","California",8.95,381391
"286",2021,"Oct",2021.75,"USA","California",9.68,402752
"287",2021,"Nov",2021.83333333333,"USA","California",10.21,427543
"288",2021,"Dec",2021.91666666667,"USA","California",9.97,429186
"289",2022,"Jan",2022,"USA","California",11.58,441008
"290",2022,"Feb",2022.08333333333,"USA","California",11.94,521123
"291",2022,"Mar",2022.16666666667,"USA","California",11.92,536448
"292",2022,"Apr",2022.25,"USA","California",12.03,538175
"293",2022,"May",2022.33333333333,"USA","California",12.03,579748
"294",2022,"Jun",2022.41666666667,"USA","California",13.22,569781
"295",2022,"Jul",2022.5,"USA","California",11.37,556436
"296",2022,"Aug",2022.58333333333,"USA","California",10.92,473260
"297",2022,"Sep",2022.66666666667,"USA","California",11.33,488878
"298",2022,"Oct",2022.75,"USA","California",12.51,474556
"299",2022,"Nov",2022.83333333333,"USA","California",11.97,456020
"300",2022,"Dec",2022.91666666667,"USA","California",11.16,403731
"301",2023,"Jan",2023,"USA","California",10.96,408214
"302",2023,"Feb",2023.08333333333,"USA","California",10.89,405151
"303",2023,"Mar",2023.16666666667,"USA","California",10.76,425376
"304",2023,"Apr",2023.25,"USA","California",10.25,394559
"305",2023,"May",2023.33333333333,"USA","California",9.39,405441
"306",2023,"Jun",2023.41666666667,"USA","California",10.01,367013
"307",2023,"Jul",2023.5,"USA","California",9.18,371832
"308",2023,"Aug",2023.58333333333,"USA","California",9.16,384706
"309",2023,"Sep",2023.66666666667,"USA","California",9.97,330133
"310",2023,"Oct",2023.75,"USA","California",9.71,325621
"311",2023,"Nov",2023.83333333333,"USA","California",9.86,293760
"312",2023,"Dec",2023.91666666667,"USA","California",10.1,285359
"313",2024,"Jan",2024,"USA","California",9.69,346335
"314",2024,"Feb",2024.08333333333,"USA","California",9.96,324085
"315",2024,"Mar",2024.16666666667,"USA","California",9.77,342479
"316",2019,"Jan",2019,"USA","Colorado",3.28,74596
"317",2019,"Feb",2019.08333333333,"USA","Colorado",3.51,72370
"318",2019,"Mar",2019.16666666667,"USA","Colorado",3.35,73871
"319",2019,"Apr",2019.25,"USA","Colorado",3.13,56125
"320",2019,"May",2019.33333333333,"USA","Colorado",3.39,88566
"321",2019,"Jun",2019.41666666667,"USA","Colorado",3.27,68042
"322",2019,"Jul",2019.5,"USA","Colorado",2.89,68663
"323",2019,"Aug",2019.58333333333,"USA","Colorado",3.01,86224
"324",2019,"Sep",2019.66666666667,"USA","Colorado",3.66,86520
"325",2019,"Oct",2019.75,"USA","Colorado",3.74,82088
"326",2019,"Nov",2019.83333333333,"USA","Colorado",8.44,76851
"327",2019,"Dec",2019.91666666667,"USA","Colorado",4.12,82987
"328",2020,"Jan",2020,"USA","Colorado",3.55,93390
"329",2020,"Feb",2020.08333333333,"USA","Colorado",4.17,85387
"330",2020,"Mar",2020.16666666667,"USA","Colorado",4.58,84947
"331",2020,"Apr",2020.25,"USA","Colorado",7.46,59446
"332",2020,"May",2020.33333333333,"USA","Colorado",7.27,62513
"333",2020,"Jun",2020.41666666667,"USA","Colorado",7.55,76147
"334",2020,"Jul",2020.5,"USA","Colorado",7.14,76813
"335",2020,"Aug",2020.58333333333,"USA","Colorado",7.92,82752
"336",2020,"Sep",2020.66666666667,"USA","Colorado",8.26,77698
"337",2020,"Oct",2020.75,"USA","Colorado",9.02,84457
"338",2020,"Nov",2020.83333333333,"USA","Colorado",8.6,69177
"339",2020,"Dec",2020.91666666667,"USA","Colorado",9.32,71421
"340",2021,"Jan",2021,"USA","Colorado",9.46,82507
"341",2021,"Feb",2021.08333333333,"USA","Colorado",10.48,84165
"342",2021,"Mar",2021.16666666667,"USA","Colorado",9.96,102537
"343",2021,"Apr",2021.25,"USA","Colorado",9.04,115725
"344",2021,"May",2021.33333333333,"USA","Colorado",8.3,130785
"345",2021,"Jun",2021.41666666667,"USA","Colorado",9.17,115200
"346",2021,"Jul",2021.5,"USA","Colorado",8.74,91565
"347",2021,"Aug",2021.58333333333,"USA","Colorado",9.26,92764
"348",2021,"Sep",2021.66666666667,"USA","Colorado",10.12,85806
"349",2021,"Oct",2021.75,"USA","Colorado",10.38,92607
"350",2021,"Nov",2021.83333333333,"USA","Colorado",11.51,98266
"351",2021,"Dec",2021.91666666667,"USA","Colorado",10.3,114840
"352",2022,"Jan",2022,"USA","Colorado",12,106790
"353",2022,"Feb",2022.08333333333,"USA","Colorado",11.68,103682
"354",2022,"Mar",2022.16666666667,"USA","Colorado",12.26,118727
"355",2022,"Apr",2022.25,"USA","Colorado",11.95,116547
"356",2022,"May",2022.33333333333,"USA","Colorado",12.09,123102
"357",2022,"Jun",2022.41666666667,"USA","Colorado",14.05,123953
"358",2022,"Jul",2022.5,"USA","Colorado",12.11,124628
"359",2022,"Aug",2022.58333333333,"USA","Colorado",12.12,108597
"360",2022,"Sep",2022.66666666667,"USA","Colorado",11.97,110839
"361",2022,"Oct",2022.75,"USA","Colorado",13.48,96716
"362",2022,"Nov",2022.83333333333,"USA","Colorado",13.09,87522
"363",2022,"Dec",2022.91666666667,"USA","Colorado",12.27,90361
"364",2023,"Jan",2023,"USA","Colorado",11.84,92923
"365",2023,"Feb",2023.08333333333,"USA","Colorado",11.28,85608
"366",2023,"Mar",2023.16666666667,"USA","Colorado",11.61,91424
"367",2023,"Apr",2023.25,"USA","Colorado",11.12,91668
"368",2023,"May",2023.33333333333,"USA","Colorado",11.34,88117
"369",2023,"Jun",2023.41666666667,"USA","Colorado",10.99,88915
"370",2023,"Jul",2023.5,"USA","Colorado",10.32,84577
"371",2023,"Aug",2023.58333333333,"USA","Colorado",10.19,88500
"372",2023,"Sep",2023.66666666667,"USA","Colorado",10.08,79278
"373",2023,"Oct",2023.75,"USA","Colorado",10.73,73284
"374",2023,"Nov",2023.83333333333,"USA","Colorado",10.76,64712
"375",2023,"Dec",2023.91666666667,"USA","Colorado",10.82,62235
"376",2024,"Jan",2024,"USA","Colorado",10.71,79098
"377",2024,"Feb",2024.08333333333,"USA","Colorado",11.2,74754
"378",2024,"Mar",2024.16666666667,"USA","Colorado",10.55,76828
"379",2019,"Jan",2019,"USA","Connecticut",5.15,25053
"380",2019,"Feb",2019.08333333333,"USA","Connecticut",5.04,22138
"381",2019,"Mar",2019.16666666667,"USA","Connecticut",4.37,24140
"382",2019,"Apr",2019.25,"USA","Connecticut",3.66,17883
"383",2019,"May",2019.33333333333,"USA","Connecticut",4.69,23409
"384",2019,"Jun",2019.41666666667,"USA","Connecticut",4.42,18681
"385",2019,"Jul",2019.5,"USA","Connecticut",2.99,17453
"386",2019,"Aug",2019.58333333333,"USA","Connecticut",3.63,27477
"387",2019,"Sep",2019.66666666667,"USA","Connecticut",3.86,31427
"388",2019,"Oct",2019.75,"USA","Connecticut",3.73,34158
"389",2019,"Nov",2019.83333333333,"USA","Connecticut",3.84,30330
"390",2019,"Dec",2019.91666666667,"USA","Connecticut",3.31,27855
"391",2020,"Jan",2020,"USA","Connecticut",3.33,31179
"392",2020,"Feb",2020.08333333333,"USA","Connecticut",3.88,32640
"393",2020,"Mar",2020.16666666667,"USA","Connecticut",4.58,32041
"394",2020,"Apr",2020.25,"USA","Connecticut",7.31,23999
"395",2020,"May",2020.33333333333,"USA","Connecticut",6.34,22836
"396",2020,"Jun",2020.41666666667,"USA","Connecticut",6.04,30862
"397",2020,"Jul",2020.5,"USA","Connecticut",6.29,28951
"398",2020,"Aug",2020.58333333333,"USA","Connecticut",6.85,33059
"399",2020,"Sep",2020.66666666667,"USA","Connecticut",6.42,33077
"400",2020,"Oct",2020.75,"USA","Connecticut",7.82,31898
"401",2020,"Nov",2020.83333333333,"USA","Connecticut",6.98,27864
"402",2020,"Dec",2020.91666666667,"USA","Connecticut",8.59,27809
"403",2021,"Jan",2021,"USA","Connecticut",8.68,27232
"404",2021,"Feb",2021.08333333333,"USA","Connecticut",9.65,30306
"405",2021,"Mar",2021.16666666667,"USA","Connecticut",8.51,40218
"406",2021,"Apr",2021.25,"USA","Connecticut",7.65,44815
"407",2021,"May",2021.33333333333,"USA","Connecticut",7.5,51526
"408",2021,"Jun",2021.41666666667,"USA","Connecticut",8.29,39824
"409",2021,"Jul",2021.5,"USA","Connecticut",9.97,35676
"410",2021,"Aug",2021.58333333333,"USA","Connecticut",8.56,34268
"411",2021,"Sep",2021.66666666667,"USA","Connecticut",8.56,33142
"412",2021,"Oct",2021.75,"USA","Connecticut",10.18,40988
"413",2021,"Nov",2021.83333333333,"USA","Connecticut",11.99,36975
"414",2021,"Dec",2021.91666666667,"USA","Connecticut",9.86,45868
"415",2022,"Jan",2022,"USA","Connecticut",11.57,41214
"416",2022,"Feb",2022.08333333333,"USA","Connecticut",13.37,35397
"417",2022,"Mar",2022.16666666667,"USA","Connecticut",12.5,43359
